,고객ID,가입날짜,최초거래날짜,최근거래날짜,구매횟수,구매제품수,구매원가,할인가,배송료,총결제금액,평균결제금액,평균할인차액,평균할인비율,구매제품평균금액
395,USER_0395,2016-10-25,2019-05-10,2019-05-10,7,30,1116.49,1050.48,42.0,1092.48,156.07,-9.43,0.06,35.02
396,USER_0396,2016-08-09,2019-03-19,2019-12-26,16,371,4463.860000000001,4092.66,312.18,4404.84,275.3,-23.2,0.08,11.03
397,USER_0397,2018-09-11,2019-04-21,2019-10-04,18,251,2957.94,2848.39,209.89000000000001,3058.28,169.9,-6.09,0.04,11.35
398,USER_0398,2018-11-27,2019-04-17,2019-09-11,30,180,4589.03,4309.63,215.62,4525.25,150.84,-9.31,0.06,23.94
399,USER_0399,2017-05-23,2019-03-28,2019-09-13,18,561,11915.3,10299.15,164.5,10463.65,581.31,-89.79,0.15,18.36
400,USER_0400,2016-12-27,2019-04-08,2019-09-18,4,11,121.05,119.61,26.0,145.61,36.4,-0.36,0.01,10.87
401,USER_0401,2015-12-01,2019-08-27,2019-08-27,3,25,451.65,403.81,27.72,431.53,143.84,-15.95,0.11,16.15
402,USER_0402,2016-01-05,2019-05-13,2019-10-03,20,45,3409.7200000000003,3208.72,150.15,3358.87,167.94,-10.05,0.06,71.3
403,USER_0403,2018-12-25,2019-01-09,2019-01-09,6,63,1086.51,1061.6,184.74,1246.34,207.72,-4.15,0.02,16.85
404,USER_0404,2019-09-10,2019-12-02,2019-12-02,4,12,772.0699999999999,559.05,25.5,584.55,146.14,-53.26,0.36,46.59
405,USER_0405,2016-07-05,2019-06-27,2019-06-27,16,53,1675.05,1526.06,116.97999999999999,1643.04,102.69,-9.31,0.09,28.79
406,USER_0406,2019-07-02,2019-04-09,2019-04-10,17,322,4678.93,4563.59,308.13,4871.72,286.57,-6.78,0.02,14.17
407,USER_0407,2018-07-03,2019-01-29,2019-09-25,21,160,3600.6000000000004,3130.79,164.46,3295.25,156.92,-22.37,0.14,19.57
408,USER_0408,2015-10-27,2019-03-29,2019-07-14,19,239,4648.89,4361.05,152.69,4513.74,237.57,-15.15,0.06,18.25
409,USER_0409,2018-01-02,2019-04-27,2019-04-27,16,71,1537.3,1429.88,158.42,1588.3,99.27,-6.71,0.07,20.14
410,USER_0410,2018-12-25,2019-08-24,2019-11-22,38,333,8263.02,7716.55,338.81,8055.36,211.98,-14.38,0.07,23.17
411,USER_0411,2015-12-01,2019-12-16,2019-12-17,45,72,8098.93,7638.65,341.9,7980.55,177.35,-10.23,0.06,106.09
412,USER_0412,2018-10-23,2019-01-04,2019-07-26,4,8,134.53,125.09,31.490000000000002,156.58,39.15,-2.36,0.06,15.64
413,USER_0413,2018-12-25,2019-01-17,2019-08-01,4,97,290.82,275.81,42.85,318.65999999999997,79.66,-3.75,0.05,2.84
414,USER_0414,2016-02-02,2019-10-28,2019-10-29,57,271,12124.09,11873.94,387.15999999999997,12261.1,215.11,-4.39,0.02,43.82
415,USER_0415,2019-05-21,2019-04-03,2019-11-21,24,77,4096.15,4007.79,181.26,4189.05,174.54,-3.68,0.02,52.05
416,USER_0416,2016-09-13,2019-05-25,2019-05-31,23,132,3444.19,3184.52,182.31,3366.83,146.38,-11.29,0.08,24.13
417,USER_0417,2017-12-26,2019-01-21,2019-10-28,25,346,4231.82,3997.77,263.24,4261.01,170.44,-9.36,0.05,11.55
418,USER_0418,2018-05-22,2019-05-02,2019-09-28,33,232,5896.41,5245.67,239.95,5485.62,166.23,-19.72,0.12,22.61
419,USER_0419,2017-03-14,2019-10-11,2019-10-11,10,254,2385.11,2314.46,85.42,2399.88,239.99,-7.07,0.03,9.11
420,USER_0420,2019-04-16,2019-01-09,2019-01-09,3,140,1435.4,1428.98,229.25,1658.23,552.74,-2.14,0.0,10.21
421,USER_0421,2015-12-01,2019-03-02,2019-03-02,24,262,6060.91,5607.78,202.07999999999998,5809.86,242.08,-18.88,0.08,21.4
422,USER_0422,2017-04-18,2019-04-25,2019-04-25,19,30,2689.4100000000003,2576.73,121.49,2698.2200000000003,142.01,-5.93,0.04,85.89
423,USER_0423,2016-07-05,2019-02-03,2019-07-10,44,664,7572.0,7206.56,445.15,7651.71,173.9,-8.31,0.05,10.85
424,USER_0424,2019-07-02,2019-03-09,2019-12-18,73,691,13247.54,12234.880000000001,598.9,12833.78,175.81,-13.87,0.08,17.71
425,USER_0425,2016-09-13,2019-10-03,2019-10-03,51,358,10200.79,9778.56,552.93,10331.49,202.58,-8.28,0.04,27.31
426,USER_0426,2017-03-14,2019-09-20,2019-09-20,1,1,15.58,15.58,6.0,21.58,21.58,0.0,0.0,15.58
427,USER_0427,2016-07-05,2019-01-17,2019-10-04,26,194,3053.69,2946.99,213.29,3160.28,121.55,-4.1,0.03,15.19
428,USER_0428,2017-03-14,2019-07-06,2019-09-04,34,383,7062.56,6605.92,256.54,6862.46,201.84,-13.43,0.07,17.25
429,USER_0429,2017-11-28,2019-09-11,2019-09-11,1,4,146.29,133.9,6.0,139.9,139.9,-12.39,0.09,33.48
430,USER_0430,2018-11-20,2019-04-30,2019-07-07,9,48,1167.44,1127.01,92.06,1219.0700000000002,135.45,-4.49,0.03,23.48
431,USER_0431,2017-11-21,2019-07-06,2019-12-05,7,43,666.2900000000001,577.98,81.82,659.8,94.26,-12.62,0.13,13.44
432,USER_0432,2018-05-22,2019-08-27,2019-08-27,5,15,1204.89,1147.19,37.989999999999995,1185.18,237.04,-11.54,0.05,76.48
433,USER_0433,2019-03-12,2019-07-08,2019-07-08,1,1,17.92,17.92,6.0,23.92,23.92,0.0,0.0,17.92
434,USER_0434,2018-07-03,2019-12-12,2019-12-12,13,27,2273.98,2198.94,90.49,2289.43,176.11,-5.77,0.03,81.44
435,USER_0435,2015-10-27,2019-10-17,2019-10-17,41,180,11487.189999999999,11181.15,359.06,11540.21,281.47,-7.46,0.03,62.12
436,USER_0436,2017-03-14,2019-11-17,2019-12-18,11,46,2253.16,2012.91,67.5,2080.41,189.13,-21.84,0.12,43.76
437,USER_0437,2018-01-30,2019-01-17,2019-09-09,36,199,5626.4800000000005,5383.2,409.65999999999997,5792.86,160.91,-6.76,0.04,27.05
438,USER_0438,2018-01-30,2019-01-15,2019-01-15,21,40,3948.44,3803.7,173.13,3976.83,189.37,-6.89,0.04,95.09
439,USER_0439,2017-07-04,2019-06-28,2019-11-16,31,579,11660.28,11131.29,217.91,11349.2,366.1,-17.06,0.05,19.23
440,USER_0440,2016-01-05,2019-06-03,2019-06-03,6,13,789.7,729.77,42.99,772.76,128.79,-9.99,0.08,56.14
441,USER_0441,2019-07-02,2019-01-29,2019-12-18,43,112,9170.34,7988.31,440.62,8428.93,196.02,-27.49,0.14,71.32
442,USER_0442,2018-11-27,2019-05-04,2019-05-04,22,134,2651.42,2559.68,152.03,2711.71,123.26,-4.17,0.03,19.1
443,USER_0443,2016-07-05,2019-02-23,2019-02-23,13,89,2765.5299999999997,2620.47,244.74,2865.21,220.4,-11.16,0.05,29.44
444,USER_0444,2017-07-04,2019-08-25,2019-08-25,7,175,1256.68,1218.51,108.53,1327.04,189.58,-5.45,0.03,6.96
445,USER_0445,2016-11-29,2019-08-31,2019-10-05,7,64,1845.15,1761.48,61.07,1822.55,260.36,-11.95,0.05,27.52
446,USER_0446,2018-11-27,2019-03-20,2019-09-09,8,15,468.75,432.68,57.91,490.59000000000003,61.32,-4.51,0.07,28.85
447,USER_0447,2018-11-20,2019-01-23,2019-12-16,41,1669,23063.2,22140.100000000002,622.12,22762.22,555.18,-22.51,0.04,13.27
448,USER_0448,2018-04-17,2019-08-24,2019-08-24,1,12,116.11,116.11,6.0,122.11,122.11,0.0,0.0,9.68
449,USER_0449,2015-10-27,2019-12-13,2019-12-13,8,57,1427.63,1257.67,60.11,1317.78,164.72,-21.25,0.13,22.06
450,USER_0450,2019-04-16,2019-03-06,2019-10-26,26,357,5200.5,4967.67,386.17,5353.84,205.92,-8.95,0.04,13.92
451,USER_0451,2018-04-17,2019-12-27,2019-12-27,20,52,4635.92,4096.64,149.48,4246.12,212.31,-26.96,0.13,78.78
452,USER_0452,2019-01-01,2019-06-08,2019-06-08,3,6,354.16,350.21000000000004,18.0,368.21000000000004,122.74,-1.32,0.01,58.37
453,USER_0453,2017-10-24,2019-04-17,2019-04-17,9,61,1633.06,1598.3200000000002,74.93,1673.25,185.92,-3.86,0.02,26.2
454,USER_0454,2018-01-02,2019-05-22,2019-05-22,1,2,327.8,327.8,6.0,333.8,333.8,0.0,0.0,163.9
455,USER_0455,2017-07-04,2019-08-19,2019-08-19,8,332,2593.41,2526.2,90.59,2616.79,327.1,-8.4,0.03,7.61
456,USER_0456,2018-05-22,2019-02-04,2019-07-18,17,53,3595.3900000000003,3459.29,116.19,3575.48,210.32,-8.01,0.04,65.27
457,USER_0457,2017-11-28,2019-01-31,2019-01-31,2,5,73.23,69.3,13.0,82.3,41.15,-1.97,0.05,13.86
458,USER_0458,2017-07-04,2019-03-18,2019-11-21,30,244,3322.08,3163.32,321.41,3484.73,116.16,-5.29,0.05,12.96
459,USER_0459,2018-12-25,2019-04-05,2019-12-09,11,48,944.9399999999999,914.62,89.01,1003.63,91.24,-2.76,0.03,19.05
460,USER_0460,2018-04-17,2019-06-22,2019-06-22,9,12,1027.78,980.44,67.98,1048.42,116.49,-5.26,0.05,81.7
461,USER_0461,2016-09-13,2019-07-19,2019-07-19,10,266,1911.65,1883.39,239.26000000000002,2122.65,212.26,-2.83,0.01,7.08
462,USER_0462,2019-09-10,2019-10-09,2019-10-10,22,113,4107.18,3968.64,133.98,4102.62,186.48,-6.3,0.03,35.12
463,USER_0463,2017-07-04,2019-08-14,2019-11-20,12,37,1916.2800000000002,1800.06,81.69,1881.75,156.81,-9.69,0.06,48.65
464,USER_0464,2019-10-22,2019-10-31,2019-12-11,12,44,2305.76,1965.84,145.21,2111.05,175.92,-28.33,0.16,44.68
465,USER_0465,2018-05-22,2019-01-31,2019-01-31,3,23,282.99,280.65000000000003,19.5,300.15000000000003,100.05,-0.78,0.01,12.2
466,USER_0466,2016-09-13,2019-01-09,2019-01-09,6,22,824.29,766.8699999999999,83.24000000000001,850.11,141.68,-9.57,0.07,34.86
467,USER_0467,2018-01-30,2019-09-12,2019-09-12,5,29,1145.69,901.5699999999999,40.86,942.43,188.49,-48.82,0.26,31.09
468,USER_0468,2015-12-29,2019-11-12,2019-11-12,3,139,536.6,521.91,18.0,539.91,179.97,-4.9,0.03,3.75
469,USER_0469,2017-10-24,2019-09-14,2019-09-14,5,10,1041.76,963.22,30.0,993.2199999999999,198.64,-15.71,0.08,96.32
470,USER_0470,2015-12-29,2019-04-10,2019-10-31,14,131,3811.36,3693.33,132.92000000000002,3826.25,273.3,-8.43,0.03,28.19
471,USER_0471,2016-12-27,2019-10-27,2019-10-27,1,16,240.13,236.3,6.0,242.3,242.3,-3.83,0.02,14.77
472,USER_0472,2019-04-16,2019-04-27,2019-04-27,15,77,3276.65,3185.56,96.98,3282.54,218.84,-6.07,0.03,41.37
473,USER_0473,2016-10-25,2019-10-19,2019-10-19,18,116,4361.55,4188.0599999999995,143.47,4331.53,240.64,-9.64,0.04,36.1
474,USER_0474,2017-04-18,2019-07-27,2019-07-27,10,78,1288.4,1248.18,66.48,1314.66,131.47,-4.02,0.03,16.0
475,USER_0475,2018-08-07,2019-01-30,2019-01-30,1,2,19.62,18.28,6.5,24.78,24.78,-1.34,0.05,9.14
476,USER_0476,2019-05-21,2019-08-22,2019-08-22,11,174,1612.56,1541.05,176.74,1717.79,156.16,-6.5,0.04,8.86
477,USER_0477,2016-11-29,2019-03-21,2019-03-21,8,53,1224.22,1039.5900000000001,84.77000000000001,1124.3600000000001,140.55,-23.08,0.16,19.61
478,USER_0478,2018-07-03,2019-05-12,2019-11-12,12,395,3421.2,3144.25,225.6,3369.85,280.82,-23.08,0.08,7.96
479,USER_0479,2017-12-26,2019-09-14,2019-09-14,3,7,642.3,449.61,18.0,467.61,155.87,-64.23,0.41,64.23
480,USER_0480,2018-05-22,2019-03-04,2019-03-04,5,40,1025.58,991.75,32.5,1024.25,204.85,-6.77,0.03,24.79
481,USER_0481,2019-04-16,2019-08-18,2019-08-18,2,6,235.42000000000002,235.42000000000002,21.18,256.6,128.3,0.0,0.0,39.24
482,USER_0482,2016-07-05,2019-05-26,2019-11-29,99,801,15193.04,14132.210000000001,886.64,15018.85,151.71,-10.72,0.07,17.64
483,USER_0483,2018-05-22,2019-04-05,2019-11-11,20,129,3387.2000000000003,3289.49,154.44,3443.93,172.2,-4.89,0.03,25.5
484,USER_0484,2017-08-08,2019-01-04,2019-09-23,36,394,8444.05,7882.33,371.71000000000004,8254.04,229.28,-15.6,0.07,20.01
485,USER_0485,2015-12-01,2019-06-17,2019-12-15,7,39,910.13,788.6300000000001,44.0,832.63,118.95,-17.36,0.15,20.22
486,USER_0486,2017-09-12,2019-07-31,2019-12-12,9,551,3677.54,3525.39,79.85,3605.24,400.58,-16.91,0.04,6.4
487,USER_0487,2017-07-04,2019-08-16,2019-10-01,17,44,3131.03,2893.91,102.0,2995.91,176.23,-13.95,0.08,65.77
488,USER_0488,2018-01-02,2019-08-14,2019-08-14,16,157,2438.4,2174.23,177.03,2351.26,146.95,-16.51,0.11,13.85
489,USER_0489,2017-12-26,2019-09-01,2019-09-02,31,158,4596.12,4277.91,233.49,4511.4,145.53,-10.26,0.07,27.08
490,USER_0490,2016-07-05,2019-06-21,2019-10-13,17,135,3369.02,3149.3700000000003,151.56,3300.9300000000003,194.17,-12.92,0.07,23.33
491,USER_0491,2019-09-10,2019-10-26,2019-11-03,12,135,1774.13,1728.29,114.0,1842.29,153.52,-3.82,0.02,12.8
492,USER_0492,2018-09-11,2019-03-06,2019-06-22,13,29,1489.97,1273.82,400.09,1673.9099999999999,128.76,-16.63,0.13,43.92
493,USER_0493,2019-04-16,2019-04-13,2019-04-13,8,100,1437.8600000000001,1392.0,91.25,1483.25,185.41,-5.73,0.03,13.92
494,USER_0494,2019-08-06,2019-10-12,2019-10-12,8,9,1674.44,1605.41,60.83,1666.24,208.28,-8.63,0.04,178.38
495,USER_0495,2016-08-09,2019-06-20,2019-06-20,1,4,175.19,156.61,6.0,162.61,162.61,-18.58,0.11,39.15
496,USER_0496,2019-05-21,2019-01-18,2019-04-09,10,250,1721.06,1657.86,122.51,1780.37,178.04,-6.32,0.04,6.63
497,USER_0497,2016-10-25,2019-10-23,2019-10-23,1,166,707.57,700.07,12.99,713.0600000000001,713.06,-7.5,0.01,4.22
498,USER_0498,2016-11-29,2019-01-20,2019-01-20,21,39,3844.4700000000003,3700.5,165.3,3865.8,184.09,-6.86,0.04,94.88
499,USER_0499,2019-08-06,2019-01-30,2019-08-11,34,116,3914.51,3777.98,278.65999999999997,4056.64,119.31,-4.02,0.03,32.57
500,USER_0500,2019-01-29,2019-02-08,2019-02-08,24,341,4786.54,4544.15,253.67,4797.82,199.91,-10.1,0.05,13.33
501,USER_0501,2018-03-13,2019-06-02,2019-11-21,12,39,1973.42,1841.31,87.48,1928.79,160.73,-11.01,0.07,47.21
502,USER_0502,2017-03-14,2019-03-02,2019-09-06,23,62,3709.79,3545.45,163.47,3708.92,161.26,-7.15,0.04,57.18
503,USER_0503,2018-09-11,2019-03-16,2019-10-19,11,26,2593.98,2402.79,67.5,2470.29,224.57,-17.38,0.08,92.42
504,USER_0504,2016-02-02,2019-12-31,2019-12-31,6,11,1198.59,1131.1499999999999,39.0,1170.1499999999999,195.02,-11.24,0.06,102.83
505,USER_0505,2018-07-03,2019-12-11,2019-12-11,8,14,664.55,607.37,51.5,658.87,82.36,-7.15,0.09,43.38
506,USER_0506,2016-12-27,2019-05-09,2019-05-09,5,107,2439.8900000000003,2296.0699999999997,43.989999999999995,2340.06,468.01,-28.76,0.06,21.46
507,USER_0507,2019-04-16,2019-06-14,2019-06-14,4,9,269.42,260.72,24.0,284.72,71.18,-2.17,0.03,28.97
508,USER_0508,2015-11-24,2019-05-29,2019-09-18,45,384,11464.51,10653.04,426.65,11079.69,246.22,-18.03,0.07,27.74
509,USER_0509,2018-03-13,2019-04-24,2019-04-25,8,47,1670.67,1608.59,54.480000000000004,1663.07,207.88,-7.76,0.04,34.23
510,USER_0510,2018-11-27,2019-06-07,2019-11-27,24,69,4034.46,3807.12,180.94,3988.06,166.17,-9.47,0.06,55.18
511,USER_0511,2017-11-21,2019-09-18,2019-09-18,8,32,1161.79,1158.54,75.96000000000001,1234.5,154.31,-0.41,0.0,36.2
512,USER_0512,2019-09-10,2019-04-11,2019-04-11,2,5,183.16,168.78,13.0,181.78,90.89,-7.19,0.08,33.76
513,USER_0513,2016-07-05,2019-12-30,2019-12-31,5,29,559.8900000000001,491.44,31.5,522.94,104.59,-13.69,0.13,16.95
514,USER_0514,2016-01-05,2019-10-13,2019-10-13,17,99,3056.69,3004.27,138.19,3142.46,184.85,-3.08,0.02,30.35
515,USER_0515,2018-12-25,2019-04-14,2019-11-06,15,280,5694.78,5346.77,104.34,5451.110000000001,363.41,-23.2,0.06,19.1
516,USER_0516,2018-04-17,2019-04-19,2019-10-03,2,3,24.34,24.34,28.95,53.28999999999999,26.64,0.0,0.0,8.11
517,USER_0517,2016-03-15,2019-11-04,2019-12-03,20,251,4365.33,4000.96,154.98,4155.94,207.8,-18.22,0.09,15.94
518,USER_0518,2016-07-05,2019-01-29,2019-12-14,16,156,2090.15,1866.3899999999999,270.54,2136.93,133.56,-13.99,0.1,11.96
519,USER_0519,2016-05-24,2019-05-02,2019-05-02,8,43,766.6,708.48,48.99,757.47,94.68,-7.26,0.08,16.48
520,USER_0520,2016-09-13,2019-01-24,2019-01-25,28,406,6749.55,6543.56,501.3,7044.86,251.6,-7.36,0.03,16.12
521,USER_0521,2017-07-04,2019-10-06,2019-10-06,3,44,895.9100000000001,889.75,31.99,921.74,307.25,-2.05,0.01,20.22
522,USER_0522,2019-08-06,2019-12-11,2019-12-11,1,106,1710.64,1583.7,37.51,1621.21,1621.21,-126.94,0.08,14.94
523,USER_0523,2016-10-25,2019-12-12,2019-12-12,2,3,467.57,367.33000000000004,19.490000000000002,386.82000000000005,193.41,-50.12,0.26,122.44
524,USER_0524,2016-05-24,2019-07-17,2019-12-25,39,83,8987.82,8000.53,292.13,8292.66,212.63,-25.32,0.12,96.39
525,USER_0525,2018-05-22,2019-01-23,2019-12-21,11,23,2143.9,1928.67,84.99,2013.66,183.06,-19.57,0.11,83.86
526,USER_0526,2016-12-27,2019-11-29,2019-11-29,9,193,3018.92,2797.23,70.49,2867.7200000000003,318.64,-24.63,0.08,14.49
527,USER_0527,2018-12-25,2019-07-01,2019-08-08,28,835,6260.82,6076.88,196.85,6273.7300000000005,224.06,-6.57,0.03,7.28
528,USER_0528,2018-07-03,2019-04-14,2019-04-14,5,50,409.15999999999997,383.86,31.0,414.86,82.97,-5.06,0.06,7.68
529,USER_0529,2016-07-05,2019-03-12,2019-03-13,11,124,1542.44,1458.6000000000001,163.74,1622.3400000000001,147.49,-7.62,0.05,11.76
530,USER_0530,2019-05-21,2019-01-20,2019-01-21,3,60,585.96,563.4399999999999,19.5,582.9399999999999,194.31,-7.51,0.04,9.39
531,USER_0531,2015-11-24,2019-01-13,2019-12-04,3,29,761.04,728.51,25.990000000000002,754.5,251.5,-10.84,0.04,25.12
532,USER_0532,2016-05-24,2019-12-19,2019-12-19,19,154,2981.82,2608.3,160.94,2769.24,145.75,-19.66,0.13,16.94
533,USER_0533,2017-11-28,2019-05-14,2019-05-14,6,18,740.4,667.37,60.0,727.37,121.23,-12.17,0.1,37.08
534,USER_0534,2018-03-13,2019-10-12,2019-10-12,4,5,1028.5,979.22,65.97,1045.19,261.3,-12.32,0.05,195.84
535,USER_0535,2017-12-26,2019-11-26,2019-12-01,21,57,5156.56,4676.33,154.98,4831.3099999999995,230.06,-22.87,0.1,82.04
536,USER_0536,2019-03-12,2019-05-11,2019-08-04,94,511,11938.24,11130.800000000001,689.91,11820.710000000001,125.75,-8.59,0.07,21.78
537,USER_0537,2016-12-27,2019-02-27,2019-02-27,30,134,6907.21,6254.86,397.18,6652.04,221.73,-21.75,0.1,46.68
538,USER_0538,2017-07-04,2019-08-25,2019-08-25,10,72,1331.9,1232.0700000000002,60.5,1292.5700000000002,129.26,-9.98,0.08,17.11
539,USER_0539,2018-09-11,2019-05-23,2019-05-23,7,35,995.72,959.0,52.85,1011.85,144.55,-5.25,0.04,27.4
540,USER_0540,2016-01-05,2019-05-21,2019-09-11,18,32,2258.52,2073.56,114.99,2188.55,121.59,-10.28,0.08,64.8
541,USER_0541,2016-04-19,2019-01-02,2019-11-29,84,955,17323.73,16485.64,671.97,17157.61,204.26,-9.98,0.05,17.26
542,USER_0542,2016-03-15,2019-07-13,2019-11-22,11,53,2039.23,1882.37,69.5,1951.87,177.44,-14.26,0.08,35.52
543,USER_0543,2017-05-23,2019-07-13,2019-07-13,6,20,1411.91,1405.8700000000001,60.32,1466.19,244.36,-1.01,0.0,70.29
544,USER_0544,2018-10-23,2019-10-20,2019-10-23,22,85,5355.76,5265.12,252.55,5517.67,250.8,-4.12,0.02,61.94
545,USER_0545,2019-01-01,2019-12-19,2019-12-19,10,13,1522.31,1465.84,90.96000000000001,1556.8,155.68,-5.65,0.04,112.76
546,USER_0546,2018-01-02,2019-10-16,2019-11-14,42,1069,13759.960000000001,12981.47,378.33,13359.8,318.09,-18.54,0.06,12.14
547,USER_0547,2018-11-20,2019-04-27,2019-10-20,10,22,2853.58,2779.66,73.99,2853.65,285.36,-7.39,0.03,126.35
548,USER_0548,2019-05-21,2019-05-15,2019-05-15,26,510,4992.410000000001,4570.11,252.29,4822.4,185.48,-16.24,0.09,8.96
549,USER_0549,2016-01-05,2019-10-27,2019-10-27,2,3,346.67,346.67,12.0,358.67,179.34,0.0,0.0,115.56
550,USER_0550,2017-12-26,2019-12-08,2019-12-08,29,445,7500.8,6823.2,242.32999999999998,7065.53,243.64,-23.37,0.1,15.33
551,USER_0551,2017-11-28,2019-07-19,2019-07-19,6,30,815.5799999999999,806.06,42.99,849.05,141.51,-1.59,0.01,26.87
552,USER_0552,2016-08-09,2019-06-24,2019-12-21,13,28,2173.61,1922.6000000000001,105.96000000000001,2028.5600000000002,156.04,-19.31,0.12,68.66
553,USER_0553,2016-09-13,2019-05-16,2019-05-16,17,110,1828.18,1770.49,154.83,1925.32,113.25,-3.39,0.03,16.1
554,USER_0554,2016-04-19,2019-09-26,2019-09-26,43,109,5766.45,5204.52,301.38,5505.900000000001,128.04,-13.07,0.1,47.75
555,USER_0555,2016-08-09,2019-01-31,2019-01-31,36,625,7564.92,7277.21,535.63,7812.84,217.02,-7.99,0.04,11.64
556,USER_0556,2017-10-24,2019-01-30,2019-01-30,1,1,70.6,63.54,6.5,70.03999999999999,70.04,-7.06,0.1,63.54
557,USER_0557,2017-01-03,2019-05-04,2019-05-04,19,70,2737.6600000000003,2521.79,157.5,2679.29,141.02,-11.36,0.08,36.03
558,USER_0558,2017-05-23,2019-08-23,2019-12-07,57,441,10875.18,10281.37,444.19,10725.56,188.17,-10.42,0.06,23.31
559,USER_0559,2016-01-05,2019-02-02,2019-02-02,1,35,214.07999999999998,173.01,35.3,208.31,208.31,-41.07,0.2,4.94
560,USER_0560,2019-07-02,2019-01-10,2019-01-11,25,61,5162.17,4919.56,186.62,5106.18,204.25,-9.7,0.05,80.65
561,USER_0561,2017-01-31,2019-11-23,2019-11-23,5,7,842.3700000000001,709.27,32.0,741.27,148.25,-26.62,0.18,101.32
562,USER_0562,2019-04-16,2019-12-31,2019-12-31,2,9,797.1500000000001,797.1500000000001,26.49,823.6400000000001,411.82,0.0,0.0,88.57
563,USER_0563,2017-01-31,2019-01-16,2019-12-31,289,3127,64179.42,59096.85,2554.49,61651.34,213.33,-17.59,0.08,18.9
564,USER_0564,2016-01-05,2019-05-11,2019-05-11,1,1,6.6,6.6,6.0,12.6,12.6,0.0,0.0,6.6
565,USER_0565,2017-01-31,2019-10-31,2019-10-31,1,1,130.9,130.9,6.0,136.9,136.9,0.0,0.0,130.9
566,USER_0566,2018-11-27,2019-04-07,2019-07-27,3,40,578.09,575.99,25.490000000000002,601.48,200.49,-0.7,0.0,14.4
567,USER_0567,2016-07-05,2019-06-16,2019-06-16,11,1014,3766.4800000000005,3659.55,121.2,3780.75,343.7,-9.72,0.03,3.61
568,USER_0568,2018-10-23,2019-01-30,2019-05-19,12,119,1976.34,1836.7900000000002,159.56,1996.3500000000001,166.36,-11.63,0.07,15.44
569,USER_0569,2015-12-29,2019-12-05,2019-12-05,4,7,680.04,628.9100000000001,26.0,654.9100000000001,163.73,-12.78,0.08,89.84
570,USER_0570,2015-12-29,2019-05-16,2019-06-20,22,53,3277.62,3217.9,160.48,3378.38,153.56,-2.71,0.02,60.72
571,USER_0571,2019-08-06,2019-06-22,2019-07-12,10,69,1260.72,1211.5500000000002,75.69,1287.24,128.72,-4.92,0.04,17.56
572,USER_0572,2016-02-02,2019-07-05,2019-10-02,114,781,23195.61,22048.260000000002,753.84,22802.100000000002,200.02,-10.06,0.05,28.23
573,USER_0573,2019-10-22,2019-07-23,2019-07-23,17,176,2527.19,2467.22,176.38,2643.6,155.51,-3.53,0.02,14.02
574,USER_0574,2019-10-22,2019-09-13,2019-09-13,33,251,6122.18,5065.76,404.37,5470.13,165.76,-32.01,0.19,20.18
575,USER_0575,2016-05-24,2019-11-19,2019-11-19,21,116,6272.25,5739.25,155.9,5895.15,280.72,-25.38,0.09,49.48
576,USER_0576,2017-01-03,2019-11-15,2019-11-15,18,120,4452.51,4047.56,170.51,4218.07,234.34,-22.5,0.1,33.73
577,USER_0577,2019-08-06,2019-12-11,2019-12-11,12,403,5720.8099999999995,5341.639999999999,157.5,5499.14,458.26,-31.6,0.07,13.25
578,USER_0578,2017-05-23,2019-03-13,2019-09-12,71,1573,29668.420000000002,28865.87,550.07,29415.940000000002,414.31,-11.3,0.03,18.35
579,USER_0579,2016-09-13,2019-08-18,2019-08-19,43,146,6457.62,6092.28,351.99,6444.27,149.87,-8.5,0.06,41.73
580,USER_0580,2019-03-12,2019-08-06,2019-08-06,16,168,2532.07,2413.4,103.49,2516.89,157.31,-7.42,0.05,14.37
581,USER_0581,2019-01-29,2019-03-21,2019-03-21,7,28,1819.58,1673.48,45.5,1718.98,245.57,-20.87,0.08,59.77
582,USER_0582,2017-10-24,2019-01-31,2019-01-31,1,1,169.08,152.17,6.5,158.67,158.67,-16.91,0.11,152.17
583,USER_0583,2016-11-29,2019-02-02,2019-10-22,38,577,7931.35,7614.14,443.96,8058.1,212.06,-8.35,0.04,13.2
584,USER_0584,2019-08-06,2019-05-08,2019-05-08,24,265,3460.98,3242.43,195.19,3437.62,143.23,-9.11,0.06,12.24
585,USER_0585,2015-12-29,2019-01-01,2019-11-29,38,124,8079.23,7681.27,264.26,7945.530000000001,209.09,-10.47,0.05,61.95
586,USER_0586,2018-08-07,2019-10-04,2019-10-14,18,48,5556.33,5431.11,108.0,5539.11,307.73,-6.96,0.02,113.15
587,USER_0587,2016-01-05,2019-01-13,2019-09-15,26,96,3906.6000000000004,3570.0,193.8,3763.8,144.76,-12.95,0.09,37.19
588,USER_0588,2016-04-19,2019-11-09,2019-11-09,38,277,8447.48,8102.01,328.65,8430.66,221.86,-9.09,0.04,29.25
589,USER_0589,2015-10-27,2019-04-21,2019-11-16,41,308,8542.67,8012.280000000001,341.61,8353.89,203.75,-12.94,0.06,26.01
590,USER_0590,2018-08-07,2019-03-07,2019-05-24,8,67,1941.05,1767.89,427.8,2195.69,274.46,-21.64,0.08,26.39
591,USER_0591,2016-02-02,2019-06-18,2019-11-21,17,103,2957.75,2625.67,131.47,2757.1400000000003,162.18,-19.53,0.12,25.49
