,고객ID,가입날짜,최초거래날짜,최근거래날짜,구매횟수,구매제품수,구매원가,할인가,배송료,총결제금액,평균결제금액,평균할인차액,평균할인비율,구매제품평균금액,Cluster
462,USER_0462,113,84,83,22,113,4107.18,3968.64,133.98,4102.62,186.48,-6.3,0.03,35.12,Newcomer
463,USER_0463,911,140,42,12,37,1916.28,1800.06,81.69,1881.75,156.81,-9.69,0.06,48.65,Need Attention
464,USER_0464,71,62,21,12,44,2305.76,1965.84,145.21,2111.05,175.92,-28.33,0.16,44.68,Need Attention
465,USER_0465,589,335,335,3,23,282.99,280.65000000000003,19.5,300.15000000000003,100.05,-0.78,0.01,12.2,Sleep
466,USER_0466,1205,357,357,6,22,824.29,766.8699999999999,83.24000000000001,850.11,141.68,-9.57,0.07,34.86,About to Sleep
467,USER_0467,701,111,111,5,29,1145.69,901.57,40.86,942.43,188.49,-48.82,0.26,31.09,About to Sleep
468,USER_0468,1464,50,50,3,139,536.6,521.91,18.0,539.91,179.97,-4.9,0.03,3.75,Sleep
469,USER_0469,799,109,109,5,10,1041.76,963.22,30.0,993.22,198.64,-15.71,0.08,96.32,About to Sleep
470,USER_0470,1464,266,62,14,131,3811.36,3693.33,132.92000000000002,3826.25,273.3,-8.43,0.03,28.19,Newcomer
471,USER_0471,1100,66,66,1,16,240.13,236.3,6.0,242.3,242.3,-3.83,0.02,14.77,Sleep
472,USER_0472,260,249,249,15,77,3276.65,3185.56,96.98,3282.54,218.84,-6.07,0.03,41.37,Need Attention
473,USER_0473,1163,74,74,18,116,4361.55,4188.06,143.47,4331.53,240.64,-9.64,0.04,36.1,Newcomer
474,USER_0474,988,158,158,10,78,1288.4,1248.18,66.48,1314.66,131.47,-4.02,0.03,16.0,About to Sleep
475,USER_0475,512,336,336,1,2,19.62,18.28,6.5,24.78,24.78,-1.34,0.05,9.14,Sleep
476,USER_0476,225,132,132,11,174,1612.56,1541.05,176.74,1717.79,156.16,-6.5,0.04,8.86,Need Attention
477,USER_0477,1128,286,286,8,53,1224.22,1039.59,84.77000000000001,1124.36,140.55,-23.08,0.16,19.61,About to Sleep
478,USER_0478,547,234,50,12,395,3421.2,3144.25,225.6,3369.85,280.82,-23.08,0.08,7.96,Need Attention
479,USER_0479,736,109,109,3,7,642.3,449.61,18.0,467.61,155.87,-64.23,0.41,64.23,Sleep
480,USER_0480,589,303,303,5,40,1025.58,991.75,32.5,1024.25,204.85,-6.77,0.03,24.79,About to Sleep
481,USER_0481,260,136,136,2,6,235.42,235.42,21.18,256.6,128.3,0.0,0.0,39.24,Sleep
482,USER_0482,1275,220,33,99,801,15193.04,14132.21,886.64,15018.85,151.71,-10.72,0.07,17.64,VVIP
483,USER_0483,589,271,51,20,129,3387.2000000000003,3289.49,154.44,3443.93,172.2,-4.89,0.03,25.5,Need Attention
484,USER_0484,876,362,100,36,394,8444.05,7882.33,371.71,8254.04,229.28,-15.6,0.07,20.01,VIP
485,USER_0485,1492,198,17,7,39,910.13,788.6300000000001,44.0,832.63,118.95,-17.36,0.15,20.22,About to Sleep
486,USER_0486,841,154,20,9,551,3677.54,3525.39,79.85,3605.24,400.58,-16.91,0.04,6.4,Newcomer
487,USER_0487,911,138,92,17,44,3131.03,2893.91,102.0,2995.91,176.23,-13.95,0.08,65.77,Need Attention
488,USER_0488,729,140,140,16,157,2438.4,2174.23,177.03,2351.26,146.95,-16.51,0.11,13.85,Need Attention
489,USER_0489,736,122,121,31,158,4596.12,4277.91,233.49,4511.4,145.53,-10.26,0.07,27.08,Newcomer
490,USER_0490,1275,194,80,17,135,3369.02,3149.3700000000003,151.56,3300.9300000000003,194.17,-12.92,0.07,23.33,Need Attention
491,USER_0491,113,67,59,12,135,1774.13,1728.29,114.0,1842.29,153.52,-3.82,0.02,12.8,Need Attention
492,USER_0492,477,301,193,13,29,1489.97,1273.82,400.09,1673.91,128.76,-16.63,0.13,43.92,About to Sleep
493,USER_0493,260,263,263,8,100,1437.86,1392.0,91.25,1483.25,185.41,-5.73,0.03,13.92,About to Sleep
494,USER_0494,148,81,81,8,9,1674.44,1605.41,60.83,1666.24,208.28,-8.63,0.04,178.38,Need Attention
495,USER_0495,1240,195,195,1,4,175.19,156.61,6.0,162.61,162.61,-18.58,0.11,39.15,Sleep
496,USER_0496,225,348,267,10,250,1721.06,1657.86,122.51,1780.37,178.04,-6.32,0.04,6.63,Need Attention
497,USER_0497,1163,70,70,1,166,707.57,700.07,12.99,713.0600000000001,713.06,-7.5,0.01,4.22,About to Sleep
498,USER_0498,1128,346,346,21,39,3844.47,3700.5,165.3,3865.8,184.09,-6.86,0.04,94.88,Newcomer
499,USER_0499,148,336,143,34,116,3914.51,3777.98,278.66,4056.64,119.31,-4.02,0.03,32.57,Newcomer
500,USER_0500,337,327,327,24,341,4786.54,4544.15,253.67,4797.82,199.91,-10.1,0.05,13.33,Newcomer
501,USER_0501,659,213,41,12,39,1973.42,1841.31,87.48,1928.79,160.73,-11.01,0.07,47.21,Need Attention
502,USER_0502,1023,305,117,23,62,3709.79,3545.45,163.47,3708.92,161.26,-7.15,0.04,57.18,Newcomer
503,USER_0503,477,291,74,11,26,2593.98,2402.79,67.5,2470.29,224.57,-17.38,0.08,92.42,Need Attention
504,USER_0504,1429,1,1,6,11,1198.59,1131.15,39.0,1170.15,195.02,-11.24,0.06,102.83,About to Sleep
505,USER_0505,547,21,21,8,14,664.55,607.37,51.5,658.87,82.36,-7.15,0.09,43.38,Sleep
506,USER_0506,1100,237,237,5,107,2439.8900000000003,2296.07,43.99,2340.06,468.01,-28.76,0.06,21.46,Need Attention
507,USER_0507,260,201,201,4,9,269.42,260.72,24.0,284.72,71.18,-2.17,0.03,28.97,Sleep
508,USER_0508,1499,217,105,45,384,11464.51,10653.04,426.65,11079.69,246.22,-18.03,0.07,27.74,VVIP
509,USER_0509,659,252,251,8,47,1670.67,1608.59,54.48,1663.07,207.88,-7.76,0.04,34.23,Need Attention
510,USER_0510,400,208,35,24,69,4034.46,3807.12,180.94,3988.06,166.17,-9.47,0.06,55.18,Newcomer
511,USER_0511,771,105,105,8,32,1161.79,1158.54,75.96000000000001,1234.5,154.31,-0.41,0.0,36.2,About to Sleep
512,USER_0512,113,265,265,2,5,183.16,168.78,13.0,181.78,90.89,-7.19,0.08,33.76,Sleep
513,USER_0513,1275,2,1,5,29,559.8900000000001,491.44,31.5,522.94,104.59,-13.69,0.13,16.95,Sleep
514,USER_0514,1457,80,80,17,99,3056.69,3004.27,138.19,3142.46,184.85,-3.08,0.02,30.35,Need Attention
515,USER_0515,372,262,56,15,280,5694.78,5346.77,104.34,5451.110000000001,363.41,-23.2,0.06,19.1,Newcomer
516,USER_0516,624,257,90,2,3,24.34,24.34,28.95,53.28999999999999,26.64,0.0,0.0,8.11,Sleep
517,USER_0517,1387,58,29,20,251,4365.33,4000.96,154.98,4155.94,207.8,-18.22,0.09,15.94,Newcomer
518,USER_0518,1275,337,18,16,156,2090.15,1866.39,270.54,2136.93,133.56,-13.99,0.1,11.96,Need Attention
519,USER_0519,1317,244,244,8,43,766.6,708.48,48.99,757.47,94.68,-7.26,0.08,16.48,About to Sleep
520,USER_0520,1205,342,341,28,406,6749.55,6543.56,501.3,7044.86,251.6,-7.36,0.03,16.12,VIP
521,USER_0521,911,87,87,3,44,895.9100000000001,889.75,31.99,921.74,307.25,-2.05,0.01,20.22,About to Sleep
522,USER_0522,148,21,21,1,106,1710.64,1583.7,37.51,1621.21,1621.21,-126.94,0.08,14.94,Need Attention
523,USER_0523,1163,20,20,2,3,467.57,367.33,19.49,386.8200000000001,193.41,-50.12,0.26,122.44,Sleep
524,USER_0524,1317,168,7,39,83,8987.82,8000.53,292.13,8292.66,212.63,-25.32,0.12,96.39,VIP
525,USER_0525,589,343,11,11,23,2143.9,1928.67,84.99,2013.66,183.06,-19.57,0.11,83.86,Need Attention
526,USER_0526,1100,33,33,9,193,3018.92,2797.23,70.49,2867.7200000000003,318.64,-24.63,0.08,14.49,Need Attention
527,USER_0527,372,184,146,28,835,6260.82,6076.88,196.85,6273.7300000000005,224.06,-6.57,0.03,7.28,VIP
528,USER_0528,547,262,262,5,50,409.16,383.86,31.0,414.86,82.97,-5.06,0.06,7.68,Sleep
529,USER_0529,1275,295,294,11,124,1542.44,1458.6,163.74,1622.34,147.49,-7.62,0.05,11.76,Need Attention
530,USER_0530,225,346,345,3,60,585.96,563.4399999999999,19.5,582.9399999999999,194.31,-7.51,0.04,9.39,Sleep
531,USER_0531,1499,353,28,3,29,761.04,728.51,25.99,754.5,251.5,-10.84,0.04,25.12,About to Sleep
532,USER_0532,1317,13,13,19,154,2981.82,2608.3,160.94,2769.24,145.75,-19.66,0.13,16.94,Need Attention
533,USER_0533,764,232,232,6,18,740.4,667.37,60.0,727.37,121.23,-12.17,0.1,37.08,About to Sleep
534,USER_0534,659,81,81,4,5,1028.5,979.22,65.97,1045.19,261.3,-12.32,0.05,195.84,About to Sleep
535,USER_0535,736,36,31,21,57,5156.56,4676.33,154.98,4831.31,230.06,-22.87,0.1,82.04,Newcomer
536,USER_0536,295,235,150,94,511,11938.24,11130.8,689.91,11820.71,125.75,-8.59,0.07,21.78,VVIP
537,USER_0537,1100,308,308,30,134,6907.21,6254.86,397.18,6652.04,221.73,-21.75,0.1,46.68,VIP
538,USER_0538,911,129,129,10,72,1331.9,1232.0700000000002,60.5,1292.5700000000002,129.26,-9.98,0.08,17.11,About to Sleep
539,USER_0539,477,223,223,7,35,995.72,959.0,52.85,1011.85,144.55,-5.25,0.04,27.4,About to Sleep
540,USER_0540,1457,225,112,18,32,2258.52,2073.56,114.99,2188.55,121.59,-10.28,0.08,64.8,Need Attention
541,USER_0541,1352,364,33,84,955,17323.73,16485.64,671.97,17157.61,204.26,-9.98,0.05,17.26,VVIP
542,USER_0542,1387,172,40,11,53,2039.23,1882.37,69.5,1951.87,177.44,-14.26,0.08,35.52,Need Attention
543,USER_0543,953,172,172,6,20,1411.91,1405.87,60.32,1466.19,244.36,-1.01,0.0,70.29,About to Sleep
544,USER_0544,435,73,70,22,85,5355.76,5265.12,252.55,5517.67,250.8,-4.12,0.02,61.94,Newcomer
545,USER_0545,365,13,13,10,13,1522.31,1465.84,90.96,1556.8,155.68,-5.65,0.04,112.76,About to Sleep
546,USER_0546,729,77,48,42,1069,13759.96,12981.47,378.33,13359.8,318.09,-18.54,0.06,12.14,VVIP
547,USER_0547,407,249,73,10,22,2853.58,2779.66,73.99,2853.65,285.36,-7.39,0.03,126.35,Need Attention
548,USER_0548,225,231,231,26,510,4992.410000000001,4570.11,252.29,4822.4,185.48,-16.24,0.09,8.96,Newcomer
549,USER_0549,1457,66,66,2,3,346.67,346.67,12.0,358.67,179.34,0.0,0.0,115.56,Sleep
550,USER_0550,736,24,24,29,445,7500.8,6823.2,242.33,7065.53,243.64,-23.37,0.1,15.33,VIP
551,USER_0551,764,166,166,6,30,815.5799999999999,806.06,42.99,849.05,141.51,-1.59,0.01,26.87,About to Sleep
552,USER_0552,1240,191,11,13,28,2173.61,1922.6,105.96,2028.56,156.04,-19.31,0.12,68.66,Need Attention
553,USER_0553,1205,230,230,17,110,1828.18,1770.49,154.83,1925.32,113.25,-3.39,0.03,16.1,Need Attention
554,USER_0554,1352,97,97,43,109,5766.45,5204.52,301.38,5505.900000000001,128.04,-13.07,0.1,47.75,Newcomer
555,USER_0555,1240,335,335,36,625,7564.92,7277.21,535.63,7812.84,217.02,-7.99,0.04,11.64,VIP
556,USER_0556,799,336,336,1,1,70.6,63.54,6.5,70.03999999999999,70.04,-7.06,0.1,63.54,Sleep
557,USER_0557,1093,242,242,19,70,2737.6600000000003,2521.79,157.5,2679.29,141.02,-11.36,0.08,36.03,Need Attention
558,USER_0558,953,131,25,57,441,10875.18,10281.37,444.19,10725.56,188.17,-10.42,0.06,23.31,VVIP
559,USER_0559,1457,333,333,1,35,214.08,173.01,35.3,208.31,208.31,-41.07,0.2,4.94,Sleep
560,USER_0560,183,356,355,25,61,5162.17,4919.56,186.62,5106.18,204.25,-9.7,0.05,80.65,Newcomer
561,USER_0561,1065,39,39,5,7,842.3700000000001,709.27,32.0,741.27,148.25,-26.62,0.18,101.32,About to Sleep
562,USER_0562,260,1,1,2,9,797.1500000000001,797.1500000000001,26.49,823.6400000000001,411.82,0.0,0.0,88.57,About to Sleep
563,USER_0563,1065,350,1,289,3127,64179.42,59096.85,2554.49,61651.34,213.33,-17.59,0.08,18.9,VVIP
564,USER_0564,1457,235,235,1,1,6.6,6.6,6.0,12.6,12.6,0.0,0.0,6.6,Sleep
565,USER_0565,1065,62,62,1,1,130.9,130.9,6.0,136.9,136.9,0.0,0.0,130.9,Sleep
566,USER_0566,400,269,158,3,40,578.09,575.99,25.49,601.48,200.49,-0.7,0.0,14.4,Sleep
567,USER_0567,1275,199,199,11,1014,3766.480000000001,3659.55,121.2,3780.75,343.7,-9.72,0.03,3.61,Newcomer
568,USER_0568,435,336,227,12,119,1976.34,1836.79,159.56,1996.35,166.36,-11.63,0.07,15.44,Need Attention
569,USER_0569,1464,27,27,4,7,680.04,628.9100000000001,26.0,654.9100000000001,163.73,-12.78,0.08,89.84,Sleep
570,USER_0570,1464,230,195,22,53,3277.62,3217.9,160.48,3378.38,153.56,-2.71,0.02,60.72,Need Attention
571,USER_0571,148,193,173,10,69,1260.72,1211.5500000000002,75.69,1287.24,128.72,-4.92,0.04,17.56,About to Sleep
572,USER_0572,1429,180,91,114,781,23195.61,22048.26,753.84,22802.1,200.02,-10.06,0.05,28.23,VVIP
573,USER_0573,71,162,162,17,176,2527.19,2467.22,176.38,2643.6,155.51,-3.53,0.02,14.02,Need Attention
574,USER_0574,71,110,110,33,251,6122.18,5065.76,404.37,5470.13,165.76,-32.01,0.19,20.18,Newcomer
575,USER_0575,1317,43,43,21,116,6272.25,5739.25,155.9,5895.15,280.72,-25.38,0.09,49.48,Newcomer
576,USER_0576,1093,47,47,18,120,4452.51,4047.56,170.51,4218.07,234.34,-22.5,0.1,33.73,Newcomer
577,USER_0577,148,21,21,12,403,5720.81,5341.639999999999,157.5,5499.14,458.26,-31.6,0.07,13.25,Newcomer
578,USER_0578,953,294,111,71,1573,29668.42,28865.87,550.07,29415.94,414.31,-11.3,0.03,18.35,VVIP
579,USER_0579,1205,136,135,43,146,6457.62,6092.28,351.99,6444.27,149.87,-8.5,0.06,41.73,VIP
580,USER_0580,295,148,148,16,168,2532.07,2413.4,103.49,2516.89,157.31,-7.42,0.05,14.37,Need Attention
581,USER_0581,337,286,286,7,28,1819.58,1673.48,45.5,1718.98,245.57,-20.87,0.08,59.77,Need Attention
582,USER_0582,799,335,335,1,1,169.08,152.17,6.5,158.67,158.67,-16.91,0.11,152.17,Sleep
583,USER_0583,1128,333,71,38,577,7931.35,7614.14,443.96,8058.1,212.06,-8.35,0.04,13.2,VIP
584,USER_0584,148,238,238,24,265,3460.98,3242.43,195.19,3437.62,143.23,-9.11,0.06,12.24,Need Attention
585,USER_0585,1464,365,33,38,124,8079.23,7681.27,264.26,7945.530000000001,209.09,-10.47,0.05,61.95,VIP
586,USER_0586,512,89,79,18,48,5556.33,5431.11,108.0,5539.11,307.73,-6.96,0.02,113.15,Newcomer
587,USER_0587,1457,353,108,26,96,3906.6,3570.0,193.8,3763.8,144.76,-12.95,0.09,37.19,Newcomer
588,USER_0588,1352,53,53,38,277,8447.48,8102.01,328.65,8430.66,221.86,-9.09,0.04,29.25,VIP
589,USER_0589,1527,255,46,41,308,8542.67,8012.280000000001,341.61,8353.89,203.75,-12.94,0.06,26.01,VIP
590,USER_0590,512,300,222,8,67,1941.05,1767.89,427.8,2195.69,274.46,-21.64,0.08,26.39,Need Attention
591,USER_0591,1429,197,41,17,103,2957.75,2625.67,131.47,2757.1400000000003,162.18,-19.53,0.12,25.49,Need Attention
592,USER_0592,1317,255,93,49,219,8039.58,7399.89,380.0,7779.89,158.77,-13.05,0.08,33.79,VIP
593,USER_0593,71,130,130,7,13,530.88,500.35,42.0,542.35,77.48,-4.36,0.06,38.49,Sleep
594,USER_0594,148,329,192,41,297,7464.01,6699.490000000001,381.45,7080.9400000000005,172.71,-18.65,0.11,22.56,VIP
595,USER_0595,1352,359,358,42,352,8914.58,8673.16,340.7,9013.86,214.62,-5.75,0.03,24.64,VIP
596,USER_0596,1065,167,167,5,10,327.69,315.6,30.0,345.6,69.12,-2.42,0.04,31.56,Sleep
597,USER_0597,953,287,59,72,617,11839.88,10975.66,708.73,11684.39,162.28,-12.0,0.07,17.79,VVIP
598,USER_0598,1464,195,18,19,209,3604.58,2990.21,124.69,3114.9,163.94,-32.34,0.2,14.31,Need Attention
599,USER_0599,701,173,173,2,21,161.68,157.24,32.47,189.71,94.85,-2.22,0.02,7.49,Sleep
600,USER_0600,400,51,51,9,17,2261.98,2141.51,60.99,2202.5,244.72,-13.39,0.05,125.97,Need Attention
601,USER_0601,841,283,162,11,29,1062.99,966.48,69.0,1035.48,94.13,-8.77,0.09,33.33,About to Sleep
602,USER_0602,1023,349,232,8,33,1415.32,1392.91,117.51,1510.4199999999998,188.8,-2.8,0.01,42.21,About to Sleep
603,USER_0603,988,279,29,9,136,1857.28,1796.46,58.98,1855.44,206.16,-6.76,0.03,13.21,Need Attention
604,USER_0604,988,303,131,19,210,1758.78,1635.89,122.5,1758.39,92.55,-6.47,0.07,7.79,Need Attention
605,USER_0605,1527,144,144,18,40,2976.87,2693.46,114.99,2808.45,156.02,-15.74,0.1,67.34,Need Attention
606,USER_0606,547,145,145,3,116,990.48,919.84,43.92,963.76,321.25,-23.55,0.07,7.93,About to Sleep
607,USER_0607,729,348,258,5,10,846.1700000000001,819.99,38.99,858.98,171.8,-5.24,0.03,82.0,About to Sleep
608,USER_0608,799,189,103,33,80,5724.360000000001,4948.36,204.99,5153.35,156.16,-23.52,0.15,61.85,Newcomer
609,USER_0609,1205,95,94,9,139,1146.85,951.06,132.78,1083.84,120.43,-21.75,0.18,6.84,About to Sleep
610,USER_0610,764,337,337,9,43,1566.71,1496.39,102.0,1598.39,177.6,-7.81,0.04,34.8,Need Attention
611,USER_0611,1317,33,33,19,31,3230.33,3021.61,129.91,3151.52,165.87,-10.99,0.07,97.47,Need Attention
612,USER_0612,1240,195,195,1,2,33.96,33.96,19.99,53.95,53.95,0.0,0.0,16.98,Sleep
613,USER_0613,799,11,11,15,72,3061.97,2782.44,119.6,2902.04,193.47,-18.64,0.1,38.65,Need Attention
614,USER_0614,547,96,90,20,643,9792.22,8732.05,189.34,8921.39,446.07,-53.01,0.12,13.58,VIP
615,USER_0615,365,80,80,3,11,534.77,490.88,18.0,508.88,169.63,-14.63,0.09,44.63,Sleep
616,USER_0616,764,97,97,3,12,257.3,242.48,18.0,260.48,86.83,-4.94,0.06,20.21,Sleep
617,USER_0617,988,142,142,5,13,855.1300000000001,791.5100000000001,30.0,821.5100000000001,164.3,-12.72,0.08,60.89,About to Sleep
618,USER_0618,113,280,81,80,646,15681.27,14861.53,617.03,15478.56,193.48,-10.25,0.05,23.01,VVIP
619,USER_0619,1128,18,18,5,8,1220.44,1220.44,52.48,1272.92,254.58,0.0,0.0,152.56,About to Sleep
620,USER_0620,701,322,146,73,404,11898.28,10929.29,556.4,11485.69,157.34,-13.27,0.08,27.05,VVIP
621,USER_0621,659,40,40,15,56,3267.27,3043.05,119.56,3162.61,210.84,-14.95,0.07,54.34,Need Attention
622,USER_0622,701,320,4,24,279,5109.51,4596.610000000001,403.21,4999.82,208.33,-21.37,0.1,16.48,Newcomer
623,USER_0623,1023,321,320,25,42,3078.54,2945.42,162.5,3107.92,124.32,-5.32,0.04,70.13,Need Attention
624,USER_0624,1275,280,280,1,3,392.7000000000001,353.43,6.5,359.93,359.93,-39.27,0.11,117.81,Sleep
625,USER_0625,1100,299,201,11,225,2230.49,2088.67,102.75,2191.42,199.22,-12.89,0.06,9.28,Need Attention
626,USER_0626,764,152,152,3,5,313.1,260.74,31.99,292.73,97.58,-17.45,0.18,52.15,Sleep
627,USER_0627,477,338,203,19,47,4973.6,4848.34,129.69,4978.03,262.0,-6.59,0.03,103.16,Newcomer
628,USER_0628,1527,202,202,11,24,2486.05,2344.08,72.99,2417.07,219.73,-12.91,0.06,97.67,Need Attention
629,USER_0629,435,5,5,2,2,180.29,180.29,12.5,192.79,96.4,0.0,0.0,90.14,Sleep
630,USER_0630,1429,361,59,31,219,5458.79,5102.35,411.13,5513.48,177.85,-11.5,0.06,23.3,Newcomer
631,USER_0631,701,288,26,12,30,1553.13,1413.88,96.98,1510.86,125.9,-11.6,0.09,47.13,About to Sleep
632,USER_0632,295,336,336,1,3,36.83,36.83,6.5,43.33,43.33,0.0,0.0,12.28,Sleep
633,USER_0633,1352,269,269,1,1,15.95,15.95,6.5,22.45,22.45,0.0,0.0,15.95,Sleep
634,USER_0634,1527,301,147,8,38,820.0899999999999,779.95,100.99,880.94,110.12,-5.02,0.05,20.52,About to Sleep
635,USER_0635,841,221,221,8,35,917.86,867.84,55.99,923.83,115.48,-6.25,0.05,24.8,About to Sleep
636,USER_0636,365,200,200,6,16,1027.42,969.45,56.98,1026.43,171.07,-9.66,0.06,60.59,About to Sleep
637,USER_0637,225,148,148,7,19,552.12,515.21,62.99,578.2,82.6,-5.27,0.06,27.12,Sleep
638,USER_0638,1317,93,93,1,30,85.08,85.08,6.0,91.08,91.08,0.0,0.0,2.84,Sleep
639,USER_0639,1240,263,262,19,66,3703.0,3654.34,151.11,3805.45,200.29,-2.56,0.01,55.37,Newcomer
640,USER_0640,764,327,111,9,52,1762.87,1633.82,88.82,1722.64,191.4,-14.34,0.07,31.42,Need Attention
641,USER_0641,148,348,222,25,100,5099.51,4610.75,244.71,4855.46,194.22,-19.55,0.1,46.11,Newcomer
642,USER_0642,1464,287,222,20,261,5502.56,4863.97,195.6,5059.570000000001,252.98,-31.93,0.13,18.64,Newcomer
643,USER_0643,1100,355,11,276,2232,54261.0,51128.13,2755.3,53883.43,195.23,-11.35,0.06,22.91,VVIP
644,USER_0644,148,206,206,7,30,707.6500000000001,671.13,86.0,757.13,108.16,-5.22,0.05,22.37,About to Sleep
645,USER_0645,1317,99,99,7,20,2430.4700000000003,2124.39,42.5,2166.89,309.56,-43.73,0.14,106.22,Need Attention
646,USER_0646,1135,263,263,3,53,819.06,794.32,27.37,821.69,273.9,-8.25,0.03,14.99,About to Sleep
647,USER_0647,589,172,172,1,2,44.82,44.82,6.0,50.82,50.82,0.0,0.0,22.41,Sleep
648,USER_0648,876,278,247,7,15,642.22,597.26,43.5,640.76,91.54,-6.42,0.07,39.82,Sleep
649,USER_0649,1100,222,153,18,71,3671.12,3270.25,131.67,3401.92,189.0,-22.27,0.12,46.06,Need Attention
650,USER_0650,1464,53,53,4,113,1588.49,1290.4,140.66,1431.06,357.76,-74.52,0.21,11.42,About to Sleep
651,USER_0651,547,115,115,10,36,934.71,858.0799999999999,101.21,959.29,95.93,-7.66,0.08,23.84,About to Sleep
652,USER_0652,1093,127,62,29,119,4812.150000000001,4666.39,211.17,4877.56,168.19,-5.03,0.03,39.21,Newcomer
653,USER_0653,148,192,191,32,63,5042.650000000001,4346.6,263.34,4609.9400000000005,144.06,-21.75,0.15,68.99,Newcomer
654,USER_0654,113,263,263,1,26,350.86,350.86,13.75,364.61,364.61,0.0,0.0,13.49,Sleep
655,USER_0655,1275,286,165,23,157,3511.66,3170.61,142.69,3313.3,144.06,-14.83,0.1,20.19,Need Attention
656,USER_0656,953,270,19,70,812,12098.74,11039.06,592.49,11631.55,166.16,-15.14,0.09,13.59,VVIP
657,USER_0657,1317,358,357,30,184,5798.42,5713.83,321.0,6034.83,201.16,-2.82,0.01,31.05,Newcomer
658,USER_0658,736,287,287,1,26,339.19,339.19,6.5,345.69,345.69,0.0,0.0,13.05,Sleep
659,USER_0659,1135,288,277,19,538,4058.94,3694.76,157.33,3852.09,202.74,-19.17,0.09,6.87,Newcomer
660,USER_0660,1240,311,105,41,338,7296.19,6452.860000000001,494.75,6947.610000000001,169.45,-20.57,0.12,19.09,VIP
661,USER_0661,337,285,280,19,656,5112.26,4520.95,194.4,4715.35,248.18,-31.12,0.13,6.89,Newcomer
662,USER_0662,295,297,297,7,57,947.26,901.98,106.34,1008.32,144.05,-6.47,0.04,15.82,About to Sleep
663,USER_0663,148,272,271,18,191,1959.2,1849.02,178.72,2027.74,112.65,-6.12,0.05,9.68,Need Attention
664,USER_0664,372,122,122,14,193,3436.77,3177.7,121.31,3299.01,235.64,-18.51,0.08,16.46,Need Attention
665,USER_0665,71,174,160,35,314,6369.02,6141.41,250.34,6391.75,182.62,-6.5,0.04,19.56,VIP
666,USER_0666,1128,324,323,23,69,2623.02,2492.43,211.71,2704.14,117.57,-5.68,0.05,36.12,Need Attention
667,USER_0667,624,302,27,148,1665,29901.81,27901.76,1576.97,29478.73,199.18,-13.51,0.07,16.76,VVIP
668,USER_0668,988,236,138,52,594,9608.61,8778.64,344.45,9123.09,175.44,-15.96,0.09,14.78,VIP
669,USER_0669,148,161,20,21,114,4373.1900000000005,4013.47,145.71,4159.18,198.06,-17.13,0.09,35.21,Newcomer
670,USER_0670,547,300,300,5,65,947.39,861.78,160.35,1022.13,204.43,-17.12,0.08,13.26,About to Sleep
671,USER_0671,1065,76,76,19,67,3442.4700000000003,3299.96,114.5,3414.46,179.71,-7.5,0.04,49.25,Need Attention
672,USER_0672,365,46,46,17,67,3183.38,2995.8,115.97,3111.7700000000004,183.05,-11.03,0.06,44.71,Need Attention
673,USER_0673,295,30,29,33,96,6617.03,6039.58,220.69,6260.27,189.71,-17.5,0.09,62.91,VIP
674,USER_0674,659,146,87,16,44,2752.34,2432.33,102.99,2535.32,158.46,-20.0,0.13,55.28,Need Attention
675,USER_0675,260,340,66,80,782,16726.23,15832.1,947.54,16779.64,209.75,-11.18,0.05,20.25,VVIP
676,USER_0676,736,204,204,7,11,413.61,359.38,62.97,422.35,60.34,-7.75,0.13,32.67,Sleep
677,USER_0677,1205,347,347,1,103,241.86,217.67,323.47,541.14,541.14,-24.19,0.04,2.11,Sleep
678,USER_0678,225,299,77,30,165,4915.79,4641.22,407.73,5048.95,168.3,-9.15,0.05,28.13,Newcomer
679,USER_0679,1429,265,42,17,39,4742.66,4277.75,103.0,4380.75,257.69,-27.35,0.11,109.69,Newcomer
680,USER_0680,729,281,281,4,10,600.9100000000001,497.74,26.0,523.74,130.94,-25.79,0.2,49.77,Sleep
681,USER_0681,547,7,6,15,32,2757.89,2455.04,97.5,2552.54,170.17,-20.19,0.12,76.72,Need Attention
682,USER_0682,1464,336,162,17,114,3493.61,3385.38,173.28,3558.6600000000003,209.33,-6.37,0.03,29.7,Need Attention
683,USER_0683,1492,365,124,6,15,1150.17,903.36,64.38,967.74,161.29,-41.14,0.26,60.22,About to Sleep
684,USER_0684,1240,208,153,4,7,252.93,239.48,44.98,284.46000000000004,71.12,-3.36,0.05,34.21,Sleep
685,USER_0685,659,342,23,12,80,1324.44,1320.43,235.72,1556.15,129.68,-0.33,0.0,16.51,About to Sleep
686,USER_0686,295,73,73,9,719,2012.71,1914.59,75.47,1990.06,221.12,-10.9,0.05,2.66,Need Attention
687,USER_0687,337,346,346,9,777,2893.88,2776.65,170.92,2947.57,327.51,-13.03,0.04,3.57,Need Attention
688,USER_0688,512,151,151,4,9,314.16,265.52,24.0,289.52,72.38,-12.16,0.17,29.5,Sleep
689,USER_0689,1135,33,33,10,782,3477.7100000000005,3365.92,561.5,3927.42,392.74,-11.18,0.03,4.3,Newcomer
690,USER_0690,1352,197,187,24,124,3200.19,3003.04,146.7,3149.74,131.24,-8.21,0.06,24.22,Need Attention
691,USER_0691,911,226,44,51,113,8608.79,8016.88,333.97,8350.85,163.74,-11.61,0.07,70.95,VIP
