CustomerID,구매건수,평균구매간격,구매발생일수,Recency,총구매수량,구입상품_평균가격,총지출액,최대지출_카테고리,구매제품_종류
USER_0796,1,,1,171,1,79.0,79.0,Nest-USA,1
USER_0797,6,,1,201,26,53.238636,1449.84,Nest-USA,19
USER_0798,1,,1,135,50,5.427143,199.45,Apparel,7
USER_0799,57,32.1667,7,122,835,46.889653,17853.21,Apparel,98
USER_0800,64,70.0000,3,199,491,37.816981,9984.91,Nest-USA,110
USER_0801,18,1.0000,2,39,35,106.221538,3706.75,Nest-USA,15
USER_0802,17,48.0000,3,174,139,33.458571,2637.8,Nest-USA,44
USER_0803,2,,1,171,35,44.866667,606.6,Nest-USA,3
USER_0804,6,,1,21,57,70.564167,1375.9,Nest,12
USER_0805,18,101.0000,3,54,242,37.503953,3151.54,Nest-USA,38
USER_0806,88,75.0000,5,48,1653,56.219936,16461.63,Nest-USA,101
USER_0807,12,51.6000,6,31,20,65.847647,1370.28,Nest-USA,13
USER_0808,9,,1,356,21,119.326667,2278.9,Nest-USA,5
USER_0809,4,,1,101,14,47.385,516.8,Nest,9
USER_0810,6,,1,151,17,45.894615,887.01,Nest-USA,13
USER_0811,1,,1,146,3,31.996667,95.99,Apparel,3
USER_0812,20,79.0000,2,124,403,18.5964,4154.47,Notebooks & Journals,46
USER_0813,13,,1,196,53,27.411613,1165.89,Nest-USA,26
USER_0814,7,,1,124,30,37.7295,895.27,Nest-USA,19
USER_0815,14,,1,280,23,87.816842,2144.52,Nest-USA,13
USER_0816,47,40.6000,6,137,754,34.618957,9632.14,Nest-USA,72
USER_0817,7,,1,206,38,24.9655,1246.83,Nest-USA,19
USER_0818,13,,1,337,37,87.866471,1722.59,Nest-USA,11
USER_0819,2,138.0000,2,150,2,41.175,82.35,Nest-USA,2
USER_0820,17,111.3333,4,14,160,82.158571,4537.81,Nest-USA,22
USER_0821,6,,1,265,15,49.013,590.08,Nest-USA,10
USER_0822,5,103.0000,2,61,8,203.0,1372.0,Nest,3
USER_0823,1,,1,203,150,2.49,348.5,Lifestyle,2
USER_0824,17,,1,116,182,23.912453,2028.64,Nest,44
USER_0825,14,,1,270,75,36.582333,2264.78,Nest-USA,27
USER_0826,22,100.0000,2,25,430,74.537778,5393.02,Nest,35
USER_0827,2,,1,234,182,46.526667,910.81,Nest-USA,6
USER_0828,12,81.0000,5,26,85,65.054167,2493.46,Nest-USA,17
USER_0829,28,18.5000,5,41,59,62.676458,3490.58,Nest-USA,32
USER_0830,47,96.0000,4,37,551,35.795938,8272.31,Nest-USA,73
USER_0831,5,47.0000,2,222,21,62.025,996.74,Nest-USA,10
USER_0832,22,1.0000,2,318,76,47.082368,2289.37,Nest-USA,28
USER_0833,95,72.0000,3,14,796,57.180571,15960.02,Nest-USA,97
USER_0834,22,,1,250,85,64.390488,3593.17,Nest-USA,28
USER_0835,37,75.0000,2,129,750,37.825859,6835.5,Nest-USA,68
USER_0836,4,,1,341,5,64.572,322.86,Nest-USA,4
USER_0837,15,103.3333,4,34,88,32.486216,2087.66,Nest-USA,33
USER_0838,5,,1,135,8,79.3,633.5,Nest-USA,3
USER_0839,12,10.5000,3,258,41,58.336667,2124.74,Nest-Canada,20
USER_0840,8,,1,349,92,63.343571,1663.62,Nest-USA,11
USER_0841,1,,1,195,4,13.65,54.6,Apparel,4
USER_0842,6,89.5000,3,148,36,44.214167,762.63,Nest-USA,12
USER_0843,6,80.0000,3,65,11,39.72375,562.78,Nest-USA,8
USER_0844,9,,1,189,19,102.748333,1865.98,Nest-USA,8
USER_0845,3,,1,1,10,66.538,735.29,Nest-USA,4
USER_0846,13,,1,196,45,58.1988,2126.44,Nest-USA,20
USER_0847,1,,1,76,1,199.0,199.0,Nest,1
USER_0848,8,,1,143,32,35.671364,957.45,Nest-USA,22
USER_0849,6,,1,254,250,55.462727,1754.9,Office,9
USER_0850,123,51.8333,7,2,889,57.803952,20041.11,Nest-USA,110
USER_0851,12,70.0000,2,187,33,39.654348,1145.36,Nest-USA,20
USER_0852,2,,1,64,2,174.0,348.0,Nest,2
USER_0853,9,1.0000,2,79,137,64.561176,1737.73,Nest-USA,15
USER_0854,6,,1,207,86,22.928125,919.7,Nest-USA,16
USER_0855,9,183.0000,2,157,20,30.038824,635.8,Nest-USA,17
USER_0856,22,77.2500,5,35,38,75.131724,3077.58,Nest-USA,20
USER_0857,3,1.0000,2,99,54,29.763333,1003.38,Apparel,17
USER_0858,1,,1,337,6,4.63,24.68,Office,2
USER_0859,5,,1,128,26,40.002667,651.19,Nest-USA,14
USER_0860,5,159.5000,3,22,19,67.223333,480.21,Nest-USA,5
USER_0861,5,,1,165,9,19.154286,137.08,Nest-USA,7
USER_0862,7,,1,153,373,34.523846,3820.01,Notebooks & Journals,12
USER_0863,14,104.0000,3,24,38,72.7128,2564.78,Nest-USA,20
USER_0864,32,45.0000,3,170,96,56.144074,4231.45,Nest-USA,37
USER_0865,18,,1,284,107,42.5975,3291.96,Nest-USA,36
USER_0866,10,,1,301,179,83.108,1959.0,Nest-USA,9
USER_0867,40,,1,363,332,83.559063,8196.41,Nest-USA,32
USER_0868,8,19.0000,2,28,11,113.07,1290.81,Nest-USA,7
USER_0869,78,50.0000,6,59,307,57.159275,11924.49,Nest-USA,77
USER_0870,46,2.0000,2,312,1060,55.492736,12702.21,Nest-USA,58
USER_0871,19,72.6667,4,28,87,89.925625,4237.22,Nest-USA,21
USER_0872,11,1.0000,2,294,109,69.1,1715.68,Nest-USA,12
USER_0873,1,,1,13,1,22.41,22.41,Apparel,1
USER_0874,37,,1,307,583,77.008939,9348.3,Nest-USA,33
USER_0875,25,1.0000,2,309,119,71.885263,3464.3,Nest-USA,23
USER_0876,38,17.0000,2,285,73,57.043281,4591.77,Nest-USA,45
USER_0877,4,,1,303,9,78.8725,366.46,Nest-USA,3
USER_0878,28,,1,54,302,85.700238,5875.31,Nest-USA,26
USER_0879,27,49.3333,4,125,76,49.006458,3626.51,Nest-USA,36
USER_0880,24,,1,301,401,61.15102,4197.7,Nest-USA,33
USER_0881,6,12.0000,2,344,17,42.915,649.31,Nest-USA,11
USER_0882,14,,1,345,26,75.610476,2108.8,Nest-USA,15
USER_0883,4,,1,97,8,189.0,1342.0,Nest,4
USER_0884,7,35.3333,4,25,58,40.229444,1067.09,Nest-USA,18
USER_0885,1,,1,22,2,3.67,7.34,Apparel,2
USER_0886,2,,1,260,111,11.73,510.69,Office,2
USER_0887,12,,1,209,210,34.483103,1941.84,Nest-USA,25
USER_0888,11,174.0000,2,132,45,48.600741,2337.51,Nest-USA,23
USER_0889,15,,1,347,169,53.521,2468.64,Nest-USA,16
USER_0890,9,,1,285,191,63.85625,2101.02,Nest-USA,14
USER_0891,15,,1,73,80,59.243714,2722.48,Nest-USA,25
USER_0892,3,,1,22,4,99.4875,397.95,Nest-USA,3
USER_0893,3,112.0000,2,166,29,34.272,305.52,Notebooks & Journals,5
USER_0894,2,,1,24,5,28.795,118.23,Nest,4
USER_0895,38,47.0000,4,220,447,41.583333,5839.57,Nest-USA,63
USER_0896,5,131.0000,2,163,18,32.304118,668.17,Nest-USA,17
USER_0897,3,,1,303,14,21.656667,242.86,Apparel,9
USER_0898,9,1.0000,2,267,44,24.851563,830.76,Nest-USA,29
USER_0899,48,,1,237,516,31.114576,8313.0,Nest-USA,92
USER_0900,9,,1,208,120,38.2465,1603.46,Nest-USA,19
USER_0901,14,,1,239,331,61.567917,3633.12,Nest-USA,17
USER_0902,33,121.5000,3,23,79,64.5078,6053.48,Nest-USA,36
USER_0903,8,44.7500,5,152,15,36.935,452.19,Nest-USA,12
USER_0904,33,3.0000,3,270,482,51.677857,6401.0,Nest-USA,44
USER_0905,9,103.0000,3,42,37,32.4,946.83,Nest,24
USER_0906,31,44.7500,9,6,142,66.244808,5099.61,Nest-USA,35
USER_0907,21,,1,16,45,81.33,3590.87,Nest-USA,20
USER_0908,50,72.0000,4,109,493,36.439504,7502.42,Nest-USA,108
USER_0909,2,,1,136,82,4.28,208.99,Bags,9
USER_0910,7,,1,202,109,21.77,933.21,Notebooks & Journals,15
USER_0911,5,104.5000,3,135,14,80.98,531.48,Nest-USA,5
USER_0912,8,,1,65,24,49.997647,1030.74,Nest-USA,16
USER_0913,5,,1,353,13,83.5075,1405.67,Nest-USA,7
USER_0914,21,170.0000,2,117,181,31.270612,2556.52,Nest-USA,41
USER_0915,5,,1,249,7,86.752857,607.27,Nest-USA,5
USER_0916,39,1.0000,2,261,110,68.182162,7328.62,Nest-USA,43
USER_0917,14,,1,278,216,44.834545,2926.45,Nest-USA,20
USER_0918,8,,1,222,64,25.634118,501.56,Nest-USA,14
USER_0919,12,,1,87,140,53.552857,2073.42,Nest,23
USER_0920,5,,1,285,8,100.1475,801.18,Nest-USA,4
USER_0921,1,,1,153,2,9.845,19.69,Apparel,2
USER_0922,5,,1,364,13,63.4075,842.39,Nest-USA,11
USER_0923,3,1.0000,2,8,5,134.89,759.39,Nest,3
USER_0924,69,1.0000,2,23,252,89.450261,12657.84,Nest-USA,52
USER_0925,5,27.0000,2,138,15,48.875,933.75,Nest-USA,10
USER_0926,8,141.0000,2,137,24,29.598421,635.12,Nest-USA,19
USER_0927,8,12.0000,2,48,23,41.81,889.95,Nest,16
USER_0928,11,,1,281,21,96.888462,1688.01,Nest-USA,7
USER_0929,7,19.0000,2,47,20,40.782308,1211.95,Nest-USA,13
USER_0930,12,16.5000,3,174,76,69.408947,2422.28,Nest-USA,15
USER_0931,1,,1,291,1,2.8,2.8,Lifestyle,1
USER_0932,6,,1,328,28,116.424286,1045.76,Nest-USA,6
USER_0933,12,64.0000,3,178,71,48.744643,3094.39,Nest-USA,25
USER_0934,17,25.6667,4,136,63,38.574211,2354.84,Nest-USA,35
USER_0935,14,182.0000,2,153,98,48.806923,1979.83,Nest-USA,21
USER_0936,7,,1,180,11,97.998,1128.98,Nest-USA,7
USER_0937,13,,1,20,20,86.196667,1906.26,Nest,16
USER_0938,64,46.8333,7,22,341,59.636371,11501.39,Nest-USA,85
USER_0939,4,,1,256,5,21.03,105.15,Apparel,5
USER_0940,3,245.0000,2,77,70,21.61625,497.31,Headgear,8
USER_0941,2,,1,341,50,28.084,732.28,Nest-USA,20
USER_0942,15,23.8750,9,29,53,24.564167,1360.42,Nest-USA,33
USER_0943,7,,1,224,27,43.023889,814.03,Nest-USA,17
USER_0944,11,204.0000,2,136,22,100.386667,1593.39,Nest-USA,7
USER_0945,11,,1,118,117,32.4868,1396.66,Nest-USA,21
USER_0946,20,68.6000,6,17,65,61.361905,3888.67,Nest-USA,28
USER_0947,17,1.0000,2,362,40,98.026786,3799.28,Nest-USA,12
USER_0948,4,,1,286,199,29.764167,1134.02,Nest-USA,12
USER_0949,71,1.0000,2,67,336,62.796642,11173.14,Nest-USA,63
USER_0950,6,49.6667,4,124,24,28.7875,682.99,Nest-USA,12
USER_0951,7,14.0000,2,119,10,79.941111,838.47,Nest-USA,6
USER_0952,30,78.5000,3,166,324,43.336338,5861.48,Nest-USA,51
USER_0953,28,1.0000,2,346,90,59.504127,5300.43,Nest-USA,46
USER_0954,8,,1,364,20,81.88,1965.43,Nest-USA,10
USER_0955,12,1.0000,2,266,29,49.489048,1598.87,Nest-USA,18
USER_0956,24,90.0000,2,168,104,47.538333,4295.25,Nest-USA,47
USER_0957,2,,1,222,7,115.666667,663.0,Nest-USA,3
USER_0958,10,,1,252,143,28.018684,2440.73,Nest-USA,36
USER_0959,23,,1,173,303,47.203333,4202.3,Nest-USA,39
USER_0960,4,,1,195,21,29.924375,616.51,Apparel,16
USER_0961,32,,1,353,469,51.656567,6182.0,Nest-USA,46
USER_0962,2,,1,141,3,46.295,171.59,Nest-USA,2
USER_0963,8,,1,168,17,54.176364,775.27,Nest-USA,10
USER_0964,7,,1,283,16,41.52875,664.46,Apparel,16
USER_0965,14,,1,139,114,33.669429,2244.27,Drinkware,32
USER_0966,7,130.0000,2,153,19,24.286667,391.87,Apparel,15
USER_0967,4,,1,127,16,13.412143,223.75,Apparel,13
USER_0968,17,33.0000,2,163,27,76.824286,2317.31,Nest-USA,13
USER_0969,2,,1,96,58,3.72,184.8,Office,4
USER_0970,14,53.0000,3,40,70,35.592558,1879.22,Nest-USA,39
USER_0971,54,135.5000,3,45,195,68.676337,9196.49,Nest-USA,58
USER_0972,1,,1,16,6,202.845,605.49,Nest,2
USER_0973,13,117.0000,2,141,29,37.0128,944.48,Nest-USA,25
USER_0974,2,,1,137,10,31.16375,261.87,Apparel,8
USER_0975,9,51.3333,7,12,21,63.184615,843.8,Nest-USA,11
USER_0976,4,13.0000,2,119,5,12.414,62.07,Apparel,4
USER_0977,6,74.0000,2,206,14,65.165714,484.09,Nest-USA,6
USER_0978,14,,1,240,40,30.622432,1293.83,Nest-USA,34
USER_0979,9,,1,20,18,100.994,1766.29,Nest-USA,7
USER_0980,9,1.0000,2,272,42,20.502381,788.36,Nest-USA,21
USER_0981,2,,1,91,4,6.9925,27.97,Drinkware,4
USER_0982,13,24.0000,4,240,202,34.286364,1314.52,Nest-USA,19
USER_0983,39,29.0000,2,97,215,84.472333,6562.08,Nest,40
USER_0984,10,,1,118,23,51.157857,728.72,Nest-USA,13
USER_0985,27,1.0000,2,311,163,43.807368,5175.15,Nest-USA,39
USER_0986,3,,1,32,36,23.712,765.38,Nest-Canada,9
USER_0987,1,,1,17,4,11.296667,38.22,Apparel,3
USER_0988,10,,1,32,23,48.2085,1203.76,Nest-USA,18
USER_0989,30,1.0000,2,59,118,96.737083,5066.26,Nest,32
USER_0990,10,,1,312,77,30.105714,862.27,Nest-USA,21
USER_0991,7,,1,26,28,53.704118,946.56,Nest,16
USER_0992,27,35.1250,9,25,503,46.619259,4336.18,Nest-USA,43
USER_0993,1,,1,157,1,10.63,10.63,Apparel,1
USER_0994,29,1.0000,2,223,58,73.013696,4986.63,Nest-USA,27
USER_0995,13,101.0000,2,225,138,39.083,1626.83,Nest-USA,24
USER_0996,42,351.0000,2,4,264,98.770645,8437.39,Nest-USA,31
USER_0997,5,,1,222,72,31.574,461.7,Nest-USA,10
USER_0998,20,,1,201,130,40.9845,2411.36,Nest-USA,34
USER_0999,4,,1,152,57,23.415,371.42,Nest-USA,8
USER_1000,30,124.5000,3,82,129,57.102542,4577.4,Nest-USA,45
USER_1001,1,,1,124,7,4.581667,29.48,Lifestyle,6
USER_1002,31,,1,57,74,99.73561,5839.56,Nest-USA,24
USER_1003,10,73.0000,2,66,332,26.202963,2915.33,Nest-USA,22
USER_1004,13,11.0000,5,214,43,54.873636,1821.65,Nest-USA,20
USER_1005,1,,1,128,1,9.6,9.6,Apparel,1
USER_1006,26,44.5000,3,126,322,39.409057,4309.42,Nest-USA,44
USER_1007,10,1.0000,2,342,22,95.433846,2068.01,Nest-USA,7
USER_1008,16,,1,25,139,54.718065,2465.93,Nest-USA,24
USER_1009,1,,1,258,6,13.99,71.94,Apparel,5
USER_1010,32,1.0000,2,260,184,64.725167,7195.6,Nest-USA,34
USER_1011,18,1.0000,2,44,47,68.848846,1935.02,Nest,23
USER_1012,27,68.7500,5,3,43,84.670256,3572.82,Nest-USA,27
USER_1013,9,146.0000,2,70,83,47.002857,1246.76,Nest-USA,12
USER_1014,1,,1,164,1,10.5,10.5,Apparel,1
USER_1015,14,158.0000,2,195,123,57.425667,3412.16,Nest-USA,24
USER_1016,11,9.0000,2,337,18,82.294167,1602.37,Nest-USA,8
USER_1017,15,,1,144,68,25.362727,1574.66,Nest-USA,31
USER_1018,22,1.0000,2,293,155,38.586078,3387.79,Nest-USA,46
USER_1019,8,,1,152,20,50.621818,613.75,Nest-USA,8
USER_1020,4,,1,359,7,64.326,449.34,Nest-USA,5
USER_1021,5,56.0000,2,215,265,35.642222,5843.09,Apparel,18
USER_1022,1,,1,131,29,55.49,496.71,Apparel,2
USER_1023,9,,1,216,25,49.80125,1432.59,Nest-USA,15
USER_1024,28,65.6667,4,81,108,44.552656,3517.33,Nest-USA,49
USER_1025,10,,1,196,158,67.06381,2320.93,Nest-USA,15
USER_1026,2,,1,245,11,6.426667,63.64,Office,3
USER_1027,14,,1,153,36,64.883077,2099.09,Nest-USA,17
USER_1028,11,97.5000,3,28,30,77.691111,1903.18,Nest-USA,15
USER_1029,1,,1,257,5,44.79,223.95,Apparel,1
USER_1030,5,,1,361,708,29.816429,1890.33,Office,12
USER_1031,1,,1,118,1,1.59,1.59,Office,1
USER_1032,3,,1,266,16,5.323333,55.84,Office,6
USER_1033,1,,1,164,289,12.603333,952.78,Drinkware,9
USER_1034,8,8.0000,3,187,37,49.971111,879.08,Nest-USA,8
USER_1035,14,,1,27,88,142.045556,3069.57,Nest,9
USER_1036,24,1.0000,2,90,59,89.998571,4979.54,Nest-USA,23
USER_1037,6,,1,336,10,102.90125,1058.42,Nest-USA,5
USER_1038,3,91.0000,3,121,50,14.8625,278.89,Bags,12
USER_1039,5,,1,291,27,41.304444,652.82,Nest-USA,8
USER_1040,13,,1,132,419,27.063333,2218.55,Nest-USA,32
USER_1041,6,63.6667,4,59,19,8.781818,114.52,Apparel,11
USER_1042,7,,1,293,11,86.74625,970.97,Nest-USA,8
USER_1043,1,,1,79,6,3.8975,17.99,Apparel,4
USER_1044,5,,1,236,69,67.104444,957.36,Nest-USA,8
USER_1045,25,31.0000,4,109,277,42.424808,3475.8,Nest-USA,44
USER_1046,8,,1,157,50,19.451379,723.89,Nest-USA,28
USER_1047,1,,1,271,5,15.723333,77.55,Apparel,3
USER_1048,33,59.6667,4,15,134,67.485614,5613.14,Nest-USA,37
USER_1049,51,1.0000,2,181,123,64.911264,7985.74,Nest-USA,54
USER_1050,24,106.5000,3,53,83,59.276538,4047.48,Nest-USA,37
USER_1051,9,50.0000,3,132,28,43.0185,1365.95,Nest-USA,19
USER_1052,28,59.0000,4,24,313,35.490833,3082.83,Nest-USA,40
USER_1053,28,79.0000,2,215,330,35.193733,4220.83,Nest-USA,61
USER_1054,1,,1,188,1,12.99,12.99,Drinkware,1
USER_1055,49,50.0000,3,178,566,37.487547,7977.66,Nest-USA,79
USER_1056,47,,1,61,233,79.376989,10834.28,Nest-USA,48
USER_1057,1,,1,22,1,48.92,48.92,Apparel,1
USER_1058,8,247.0000,2,19,52,54.884444,1084.58,Nest,18
USER_1059,28,1.0000,2,313,68,63.904222,4459.02,Nest-USA,28
USER_1060,34,45.6667,4,164,236,54.4455,5588.96,Nest-USA,40
USER_1061,22,36.5000,3,222,49,43.219048,2260.16,Nest-USA,35
USER_1062,67,80.0000,5,6,851,41.353985,11185.9,Nest-USA,90
USER_1063,8,,1,230,97,13.0865,539.36,Office,18
USER_1064,21,,1,246,245,35.243043,3456.0,Nest-USA,39
USER_1065,9,,1,77,23,76.332143,1919.65,Nest-USA,12
USER_1066,26,1.0000,2,144,139,41.721702,2992.72,Nest-USA,35
USER_1067,13,,1,200,184,21.860667,2175.7,Bags,29
USER_1068,28,24.0000,2,2,90,66.432931,5324.03,Nest-USA,42
USER_1069,27,41.5000,3,118,74,45.710426,3074.24,Nest-USA,39
USER_1070,9,131.0000,2,13,56,32.317895,1695.69,Nest-USA,18
USER_1071,4,,1,345,16,63.444444,964.58,Nest-USA,7
USER_1072,2,,1,336,2,68.395,136.79,Nest-USA,2
USER_1073,7,,1,45,22,67.91375,1687.11,Nest-USA,16
USER_1074,6,,1,73,10,81.868571,876.07,Nest-USA,6
USER_1075,26,,1,52,100,73.2738,6433.58,Nest-USA,31
USER_1076,45,150.5000,3,38,127,93.075821,8597.52,Nest-USA,34
USER_1077,57,142.0000,2,19,377,64.288571,10926.69,Nest-USA,61
USER_1078,19,158.0000,2,125,42,59.825667,2843.75,Nest-USA,23
USER_1079,36,43.0000,7,22,456,44.434,5490.54,Nest-USA,63
USER_1080,14,84.0000,2,257,23,83.948947,2003.57,Nest-USA,12
USER_1081,61,38.8333,7,56,1376,45.68521,9923.52,Nest-USA,80
USER_1082,17,,1,133,78,45.768302,3151.44,Nest-USA,41
USER_1083,32,1.0000,2,258,284,46.454697,4596.3,Nest-USA,50
USER_1084,31,,1,215,207,41.085091,3671.78,Nest-USA,34
USER_1085,1,,1,223,1,31.35,31.35,Apparel,1
USER_1086,7,,1,220,52,80.658,1865.73,Nest-USA,9
USER_1087,36,50.8333,7,16,318,46.580109,7502.61,Nest-USA,65
USER_1088,16,79.0000,3,36,24,119.109,2828.18,Nest-USA,12
USER_1089,13,39.5000,3,213,94,40.529474,1617.97,Nest-USA,17
USER_1090,8,,1,144,67,29.022778,1287.86,Apparel,17
USER_1091,1,,1,350,12,18.56,227.87,Apparel,5
USER_1092,10,71.7500,5,35,53,44.211154,1525.44,Nest-USA,25
USER_1093,8,1.0000,2,116,99,41.572105,1716.15,Nest-USA,17
USER_1094,13,,1,140,28,51.634737,1491.73,Nest-USA,17
USER_1095,2,34.0000,2,269,14,33.340769,552.43,Nest-USA,13
USER_1096,1,,1,291,20,1.59,31.8,Drinkware,2
USER_1097,5,56.0000,2,224,297,44.623,1165.85,Lifestyle,9
USER_1098,43,68.0000,2,176,200,30.617857,2919.35,Apparel,44
USER_1099,17,32.0000,2,137,113,53.938929,2884.51,Nest-USA,23
USER_1100,1,,1,58,2,119.0,238.0,Nest-USA,1
USER_1101,11,,1,334,22,103.112353,2263.9,Nest-USA,14
USER_1102,23,,1,186,190,63.452333,3917.61,Nest-USA,21
USER_1103,20,,1,152,979,28.146875,4358.68,Bags,44
USER_1104,37,1.0000,2,333,372,72.518116,7011.16,Nest-USA,40
USER_1105,1,,1,95,4,10.39,41.56,Drinkware,1
USER_1106,31,1.0000,2,277,98,58.979111,3705.44,Nest-USA,31
USER_1107,19,,1,40,34,107.847333,3701.42,Nest-USA,20
USER_1108,11,42.0000,2,258,127,46.964545,2736.16,Nest-USA,27
USER_1109,9,,1,216,21,47.16875,785.05,Nest-USA,14
USER_1110,44,183.0000,2,102,234,55.880263,6240.42,Nest-USA,49
USER_1111,5,,1,334,28,54.194,1051.4,Nest-USA,9
USER_1112,19,,1,256,469,52.315294,3413.72,Nest-USA,26
USER_1113,5,,1,93,30,43.505385,1042.57,Nest-USA,13
USER_1114,23,,1,343,110,45.7688,3030.19,Nest-USA,38
USER_1115,10,1.0000,2,58,108,39.544194,2531.16,Nest-USA,21
USER_1116,34,82.0000,2,215,969,54.080615,6842.06,Nest-USA,47
USER_1117,59,50.7500,5,40,1052,50.82232,14536.81,Nest-USA,75
USER_1118,6,,1,331,17,24.449286,501.27,Nest-USA,14
USER_1119,1,,1,231,9,8.095,26.69,Apparel,2
USER_1120,5,263.0000,2,90,94,83.393636,1456.03,Nest,10
USER_1121,54,78.6667,4,86,388,49.146822,10893.07,Nest-USA,90
USER_1122,9,1.0000,2,11,21,112.557857,2093.58,Nest-USA,10
USER_1123,10,,1,67,25,42.691429,1412.52,Nest,19
USER_1124,7,,1,193,32,35.627895,1007.93,Nest-USA,18
USER_1125,4,,1,108,57,49.978,613.85,Drinkware,4
USER_1126,4,,1,54,8,93.198,822.99,Nest-USA,5
USER_1127,2,,1,283,4,50.583333,153.0,Nest-USA,3
USER_1128,5,,1,212,42,16.460833,389.84,Nest-USA,12
USER_1129,12,69.3333,4,148,20,57.909375,1261.72,Nest-USA,14
USER_1130,10,236.0000,2,82,42,42.20087,1093.49,Apparel,16
USER_1131,17,91.0000,3,20,543,61.389091,3897.39,Nest-USA,24
USER_1132,2,,1,18,4,21.4,43.62,Apparel,2
USER_1133,1,,1,336,1,17.53,17.53,Apparel,1
USER_1134,4,15.0000,3,172,35,36.503333,316.17,Nest-Canada,6
USER_1135,5,95.0000,2,13,22,40.705,673.54,Nest-USA,8
USER_1136,18,126.0000,2,76,153,30.223438,1556.63,Nest-Canada,24
USER_1137,8,15.0000,2,173,185,57.648462,1220.69,Nest-USA,11
USER_1138,42,33.7500,5,214,253,66.7788,6860.5,Nest-USA,50
USER_1139,5,,1,109,7,83.295,648.77,Nest-USA,5
USER_1140,46,84.5000,3,127,170,53.776556,7769.96,Nest-USA,60
USER_1141,5,1.0000,2,352,10,126.892,1114.17,Nest-USA,5
USER_1142,3,,1,315,3,46.26,138.78,Nest-USA,3
USER_1143,18,,1,61,55,66.769767,3428.23,Nest-USA,30
USER_1144,4,,1,208,8,50.01625,400.13,Apparel,8
USER_1145,8,1.0000,2,25,27,66.756111,1640.08,Nest-USA,15
USER_1146,4,,1,222,22,33.665,617.93,Apparel,18
USER_1147,1,,1,203,3,15.656667,46.97,Apparel,3
USER_1148,7,41.0000,2,88,23,57.96375,1178.13,Nest-USA,13
USER_1149,69,1.0000,2,317,153,49.949316,8664.0,Nest-USA,65
USER_1150,34,70.0000,5,40,266,53.919718,5638.45,Nest-USA,58
USER_1151,9,,1,116,349,43.61,3340.4,Apparel,22
USER_1152,38,65.0000,5,33,104,61.81029,6320.86,Nest-USA,52
USER_1153,14,90.0000,3,171,51,52.281,2242.58,Nest-USA,24
USER_1154,8,,1,17,19,64.224706,1252.86,Nest-USA,12
USER_1155,6,,1,62,22,16.515556,324.87,Apparel,18
USER_1156,5,,1,253,11,79.824286,1064.77,Nest-USA,6
USER_1157,11,1.0000,2,66,58,13.392083,374.63,Apparel,21
USER_1158,39,30.0000,3,179,552,33.276163,5169.92,Nest-USA,65
USER_1159,2,,1,177,2,46.295,92.59,Nest-USA,2
USER_1160,20,109.0000,3,70,111,27.962075,2727.92,Nest-USA,43
USER_1161,8,23.0000,2,66,97,38.861333,1698.13,Drinkware,15
USER_1162,5,15.0000,2,132,18,33.417647,648.09,Nest-USA,17
USER_1163,29,52.6667,4,100,158,62.322222,5761.46,Nest-USA,48
USER_1164,27,,1,2,64,111.829737,5001.66,Nest-USA,18
USER_1165,11,,1,146,119,46.396207,2606.91,Nest-USA,25
USER_1166,7,,1,63,135,87.508,1766.84,Office,9
USER_1167,28,1.0000,2,241,328,43.70746,6308.68,Nest-USA,50
USER_1168,6,,1,145,157,28.702857,913.56,Office,14
USER_1169,6,,1,335,14,99.655556,1409.0,Nest-USA,7
USER_1170,6,,1,200,210,22.75375,1762.76,Apparel,15
USER_1171,8,,1,28,49,43.973333,858.22,Nest-USA,15
USER_1172,16,1.0000,2,217,26,76.7012,2036.53,Nest-USA,19
USER_1173,8,,1,229,164,26.949,1806.74,Apparel,20
USER_1174,32,1.0000,2,46,202,57.952,5982.82,Nest-USA,30
USER_1175,2,,1,359,3,86.65,327.01,Nest-USA,2
USER_1176,27,49.0000,5,42,192,67.318108,3283.74,Nest-USA,27
USER_1177,19,,1,203,359,40.163158,3678.67,Nest-USA,33
USER_1178,36,1.0000,2,291,401,47.867083,7138.1,Nest-USA,54
USER_1179,13,1.0000,2,221,141,29.365,1366.42,Nest-USA,25
USER_1180,44,34.5000,3,259,966,63.894156,9041.38,Nest-USA,44
USER_1181,3,,1,179,3,115.666667,347.0,Nest-USA,3
USER_1182,25,71.0000,3,173,385,27.673333,4559.27,Nest-USA,64
USER_1183,20,55.2500,5,51,134,50.388302,3592.12,Nest-USA,39
USER_1184,15,191.0000,2,13,46,52.554815,1797.67,Nest-USA,22
USER_1185,59,49.0000,4,143,231,41.277059,7237.5,Nest-USA,86
USER_1186,38,105.5000,3,34,190,87.663623,7493.31,Nest-USA,40
USER_1187,27,274.0000,2,18,905,63.324286,7563.25,Nest-USA,32
USER_1188,13,,1,10,175,61.612381,2268.64,Nest-USA,17
USER_1189,3,,1,302,14,23.482,247.58,Nest-USA,10
USER_1190,25,78.2500,5,26,68,67.305,3906.47,Nest-USA,27
USER_1191,39,63.3333,4,20,101,71.7335,6145.36,Nest-USA,39
USER_1192,36,44.3333,4,97,461,44.981882,6446.55,Nest-USA,66
USER_1193,7,,1,343,14,134.113,1832.21,Nest-USA,4
USER_1194,15,171.0000,2,70,254,38.63697,2370.66,Nest-USA,26
